mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,256,256,256,0,0,0,0,226,50.00,51.00,1.00
tempo,faster_tempo,269,269,255,5,9,0,0,159,50.00,60.00,10.00
tempo,a_lot_faster_tempo,278,278,255,8,15,0,0,112,50.00,75.00,25.00
tempo,slower_tempo,273,273,246,16,11,0,0,147,50.00,50.00,0.00
tempo,a_lot_slower_tempo,277,274,217,28,29,3,0,80,50.00,51.00,1.00
progressive_tempo,accelerando,309,259,133,80,46,50,0,38,50.00,82.00,32.00
progressive_tempo,ritardando,272,336,99,56,117,0,64,42,50.00,49.00,1.00
progressive_tempo,tempo_fluctuation,265,280,186,25,54,0,15,59,50.00,51.00,1.00
timing,note_too_soon,272,272,237,15,20,0,0,207,50.00,51.00,1.00
timing,note_too_late,271,271,237,19,15,0,0,206,50.00,49.00,1.00
duration,note_held_too_long,258,258,254,2,2,0,0,225,50.00,51.00,1.00
duration,note_cut_too_soon,264,264,245,7,12,0,0,221,50.00,51.00,1.00
note,note_missing,256,255,249,4,2,1,0,196,50.00,51.00,1.00
note,note_not_expected,256,256,256,0,0,0,0,226,50.00,51.00,1.00
articulation,articulated_legato,256,254,222,13,19,2,0,125,50.00,51.00,1.00
articulation,articulated_staccato,256,256,256,0,0,0,0,226,50.00,51.00,1.00
articulation,articulated_accentuated,256,256,256,0,0,0,0,226,50.00,51.00,1.00
