onset_type,onset_time,pitch
no_change,0.0,72
no_change,0.5,72
no_change,1.0,79
no_change,1.5,79
no_change,2.0,81
early,2.142,81
no_change,3.0,79
no_change,3.5,79
no_change,4.0,77
no_change,4.5,77
no_change,5.0,76
no_change,5.5,76
no_change,6.0,74
no_change,6.5,74
no_change,6.875,76
no_change,7.0,72
no_change,8.0,72
no_change,8.5,72
no_change,9.0,79
no_change,9.5,79
no_change,10.0,81
no_change,10.5,81
no_change,11.0,79
no_change,11.5,79
no_change,12.0,77
no_change,12.5,77
no_change,13.0,76
no_change,13.5,76
no_change,14.0,74
no_change,14.5,74
no_change,14.875,76
no_change,15.0,72
no_change,16.0,79
no_change,16.5,79
no_change,17.0,77
no_change,17.5,77
no_change,18.0,76
no_change,18.5,76
no_change,19.0,74
no_change,19.5,74
no_change,20.0,79
no_change,20.5,79
no_change,21.0,77
no_change,21.5,77
no_change,22.0,76
no_change,22.5,77
no_change,22.562,76
no_change,22.625,74
no_change,22.688,76
no_change,22.875,77
no_change,23.0,76
no_change,23.5,74
no_change,24.0,72
no_change,24.5,72
no_change,25.0,79
no_change,25.5,79
no_change,26.0,81
no_change,26.5,81
no_change,27.0,79
no_change,27.5,79
no_change,28.0,77
no_change,28.5,77
no_change,29.0,76
no_change,29.5,76
no_change,30.0,74
no_change,30.5,76
no_change,30.562,74
no_change,30.625,72
no_change,30.688,74
no_change,30.875,76
no_change,31.0,72
