onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,658.8,658.8,658.8,1.0,True
correct,1.208,1.208,0.0,587.4,587.4,587.4,1.0,True
correct,2.415,2.415,0.0,554.1,554.1,554.1,1.0,True
correct,3.6,3.6,0.0,493.9,493.9,493.9,1.0,True
correct,4.807,4.807,0.0,440.1,440.1,440.1,1.0,True
correct,6.014,6.014,0.0,493.9,493.9,493.9,1.0,True
correct,7.199,7.199,0.0,554.2,554.2,554.2,1.0,True
correct,8.406,8.406,0.0,293.0,293.0,293.0,1.0,True
correct,9.01,9.01,0.0,369.6,369.6,369.6,1.0,True
correct,9.613,9.613,0.0,439.9,439.9,439.9,1.0,True
correct,10.217,10.217,0.0,391.6,391.6,391.6,1.0,True
correct,10.821,10.821,0.0,369.5,369.5,369.5,1.0,True
correct,11.401,11.401,0.0,292.7,292.7,292.7,1.0,True
correct,12.005,12.005,0.0,369.4,369.5,369.4,1.0,True
correct,12.609,12.609,0.0,329.8,329.8,329.8,1.0,True
correct,13.213,13.213,0.0,293.2,293.2,293.2,1.0,True
correct,13.816,13.816,0.0,246.7,246.7,246.7,1.0,True
correct,14.42,14.42,0.0,293.3,293.3,293.3,1.0,True
correct,15.001,15.001,0.0,440.1,440.1,440.1,1.0,True
correct,15.604,15.604,0.0,391.1,391.2,391.1,1.0,True
correct,16.208,16.208,0.0,494.0,494.0,494.0,1.0,True
correct,16.812,16.812,0.0,440.2,440.2,440.2,1.0,True
correct,17.415,17.415,0.0,391.5,391.5,391.5,1.0,True
correct,18.019,18.019,0.0,370.7,370.7,370.7,0.999,True
correct,18.6,18.6,0.0,293.2,293.2,293.2,1.0,True
correct,19.203,19.203,0.0,329.2,329.2,329.2,0.999,True
correct,19.807,19.807,0.0,554.1,554.1,554.1,1.0,True
correct,20.411,20.411,0.0,587.4,587.4,587.4,1.0,True
correct,21.014,21.014,0.0,740.0,740.0,740.0,1.0,True
correct,21.618,21.618,0.0,880.1,880.1,880.1,1.0,True
correct,22.199,22.199,0.0,440.0,440.0,440.0,1.0,True
correct,22.802,22.802,0.0,493.6,493.6,493.6,1.0,True
correct,23.406,23.406,0.0,391.5,391.5,391.5,1.0,True
correct,24.01,24.01,0.0,440.2,440.2,440.2,1.0,True
correct,24.614,24.614,0.0,369.6,369.6,369.6,1.0,True
correct,25.217,25.217,0.0,293.2,293.2,293.2,1.0,True
correct,25.821,25.821,0.0,587.3,587.3,587.3,1.0,True
correct,26.402,26.402,0.0,586.7,586.7,586.7,1.0,True
correct,26.564,26.564,0.0,659.0,659.0,659.0,1.0,True
correct,26.703,26.703,0.0,586.8,586.8,586.8,1.0,True
correct,26.866,26.866,0.0,658.9,658.9,658.9,1.0,True
correct,27.005,27.005,0.0,587.0,586.9,587.0,1.0,True
correct,27.307,27.307,0.0,553.3,553.4,553.3,0.999,True
correct,27.609,27.609,0.0,587.6,587.6,587.6,1.0,True
correct,27.911,27.911,0.0,554.4,554.4,554.4,1.0,True
correct,28.213,28.213,0.0,587.6,587.6,587.6,1.0,True
correct,28.515,28.515,0.0,293.2,293.2,293.2,1.0,True
correct,28.816,28.816,0.0,278.2,278.3,278.2,0.999,True
correct,29.118,29.118,0.0,440.0,440.0,440.0,1.0,True
correct,29.42,29.42,0.0,329.6,329.6,329.6,1.0,True
correct,29.722,29.722,0.0,369.5,369.5,369.5,1.0,True
correct,30.001,30.001,0.0,293.2,293.2,293.2,1.0,True
correct,30.302,30.302,0.0,587.0,587.0,587.0,1.0,True
correct,30.604,30.604,0.0,553.3,553.3,553.3,0.999,True
correct,30.906,30.906,0.0,493.7,493.7,493.7,1.0,True
correct,31.208,31.208,0.0,554.3,554.2,554.3,1.0,True
